the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.056651250361 29.973193122212),876959,MELBAS OLD SCHOOL POBOYS,1525 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ABPBS LLC,3685045.98549,537993.599241
POINT (-90.07142386107 29.947277019523),876769,HERBSAINT RESTAURANT,701 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-524-4114,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SLJ RESTAURANT PARTNERS INC,3680472.80117,528517.7328
POINT (-90.108806322278 29.924496466731),876866,LA THAI CUISINE,4938 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THAI ORCHID LLC,3668723.03098,520105.431736
POINT (-90.108934092309 29.934801421723),876716,FRERET BEER ROOM,5018 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRERET BEER ROOM, LLC",3668642.51809,523852.261883
POINT (-90.074854610437 29.948916737558),876429,BLAZE PIZZA,611 O'KEEFE AVE,C-9,NEW ORLEANS,LA,70113,504-722-2230,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SADDLES BLAZIN, LLC",3679379.80264,529102.045504
POINT (-90.098082688519 29.977649541777),876698,FIVE GUYS,421 N CARROLLTON AVE,A-1,NEW ORLEANS,LA,70119,504-482-6554,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUBILEE NEW ORLEANS LLC,3671911.40999,539470.348682
POINT (-90.071182335662 29.94993606098),877311,SUBWAY SANDWICHES,701 POYDRAS ST,,NEW ORLEANS,LA,70139-0003,504-581-6099,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SHELL SQUARE SUBWAY, INC",3680538.63643,529485.499841
POINT (-90.076989294557 29.951922709288),876913,LULA RESTAURANT DISTILLERY,1532 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LULA HOLDINGS, LLC",3678691.8167,530187.70942
POINT (-90.102615827154 29.929363206152),877091,PASCAL'S MANALE RESTAURANT,1838 NAPOLEON AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PASCAL'S MANALE RESTAURANT, INC",3670664.88283,521896.164666
POINT (-90.087864210899 29.966244888735),876460,BURGER KING #502,2727 CANAL ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3675191.49614,535358.198534
POINT (-90.104925967643 29.958931114054),876849,KIN,4600 WASHINGTON AVE,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BLUE ROOF,LLC",3669817.90618,532640.313092
POINT (-90.069149183446 29.945099800655),877094,PECHE SEAFOOD GRILL,800 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LRP SEAFOOD LLC,3681201.88066,527733.957247
POINT (-90.064000693683 29.957023013411),876646,DORIS METROPOLITAN,620 CHARTRES ST,,NEW ORLEANS,LA,70116,BUS#:1-786-3420,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DMNO LLC,3682784.30901,532087.696899
POINT (-90.067759946426 29.94219536576),877212,RYE & PIE PIZZA BAR,404 ANDREW HIGGINS DR,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RYE & PIE PIZZA BAR, LLC",3681653.4989,526682.656062
POINT (-90.071031804747 29.981389512708),876924,MANCHU KITCHEN,1782 N DORGENOIS ST,,NEW ORLEANS,LA,70119,504-948-2556,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MAN CHU KITCHEN INC,3680460.3037,540923.676811
POINT (-90.077972507229 29.957047032481),876760,HANDSOME WILLY'S CAFE,220 S ROBERTSON ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HANDSOME WILLY'S CAFE LLC,3678360.05237,532047.690883
POINT (-90.034917792075 30.001839081852),877268,ST ROCH SEAFOOD KITCHEN #2,4039 LOUISA ST,,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THANG C VAN INC,3691808.69302,548487.655122
POINT (-90.065180203795 29.960869140786),876656,EAT RESTAURANT,900 DUMAINE ST,,NEW ORLEANS,LA,70116,504-522-7222,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EAT RESTAURANT LLC,3682395.3396,533482.154884
POINT (-90.063233957185 29.956002452179),877092,PAT OBRIENS BAR,600 DECATUR ST,368,NEW ORLEANS,LA,70130,504-525-4823,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PAT O'BRIEN'S BAR INC,3683031.20853,531719.273731
POINT (-90.057876444806 29.963734961591),876489,CAFE NEGRIL,606 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-416-5167,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CLUB NEGRIL LLC,3684696.37628,534549.941445
POINT (-90.071081798699 29.947600049317),876619,DESI VEGA'S STEAKHOUSE,628 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-523-7600,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DESI VEGA LLC,3680579.83138,528636.391488
POINT (-90.074580334114 30.006276699792),876808,ITALIAN PIE,4706 PARIS AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PARABEAU, LLC",3679237.52194,549961.270996
POINT (-90.051612619221 29.963783696739),877389,THE NEW FEELINGS MARIGNY CAFE & BAR,2600 CHARTRES ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DOUBLE B INVESTMENTS,3686679.47554,534589.794053
POINT (-90.06954853503 29.95238445141),876585,COURTYARD BY MARRIOTT,124 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COURTYARD MANAGEMENT COR,3681046.1949,530381.527042
POINT (-90.065073003791 29.955592818249),877043,NOLA RESTAURANT,534 ST LOUIS ST,,NEW ORLEANS,LA,70130-2118,504-522-6652,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NOLA PARTNERSHIP,3682450.51951,531563.865539
POINT (-90.093300987227 29.963205894998),876425,BIG TASTEE RESTAURANT,2901 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BTBG LLC,3673482.06177,534234.434373
POINT (-90.037660316456 30.004497931093),876461,BURGER KING #5783,4454 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3690929.73564,549444.688979
POINT (-90.074888273766 29.957461141533),877009,MR.BUBBLES,1441 CANAL ST,SUITE 1,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SMITH & NGUYEN LLC,3679335.018,532208.988931
POINT (-90.067332293974 29.956116427284),877366,THE COPPER MONKEY GRILL,725 CONTI ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),REBIRTH INVESTMENT LLC,3681733.00412,531746.357379
POINT (-90.109776647184 29.929946729758),876732,GAUTREAU'S,1728 SONIAT ST,,NEW ORLEANS,LA,70115,504-899-7397,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GAUTREAU'S ACQUISITION CORP.,3668394.51418,522084.065338
POINT (-90.079182579827 29.975395308063),877062,ORCHID SEAFOOD,1201 N BROAD ST,,NEW ORLEANS,LA,70119,504-957-5582,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ORCHID SEAFOOD LLC,3677903.85576,538715.620041
POINT (-90.08486267809 29.958837678132),877240,SHAWARMA KING,2132 TULANE AVE,,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SHAWARMA KING,LLC",3676171.19029,532674.9993
POINT (-90.075175444198 29.948033232022),877368,THE DAILY BEET,1000 GIROD ST,SUITE B6A,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUICE NOLA LLC,3679281.73032,528779.654848
POINT (-90.040950053539 29.930044696607),877197,ROBINSON DELI,1525 ERIE ST,,NEW ORLEANS,LA,70114,504-570-8479,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ROBINSON, JOHN",3690193.90774,522359.02041
POINT (-90.114060081758 29.980707405983),877510,ZEA ROTISSERIE AND BAR,5080 PONTCHARTRAIN BLVD,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ZEA METAIRIE ROAD LLC,3666841.38119,540528.132811
POINT (-90.076989294557 29.951922709288),877022,NEW ORLEANS HAMBURGER & SEAFOOD CO.,12000 I-10 SERVICE RD,,NEW ORLEANS,LA,70128,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOHSCNO EAST #1,LLC",3678691.8167,530187.70942
POINT (-90.033610476754 30.005981985858),877158,RAISING CANES #163,4740 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,972-769-3100,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RAISING CANES RESTAURANTS,3692205.37737,549998.86434
POINT (-90.086950349602 29.923590685591),876405,BASIN SEAFOOD & SPIRITS,3222 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TEAK GROUP LLC,3675649.55995,519850.70124
POINT (-90.076989294557 29.951922709288),877446,UGLY DOG SALOON & BBQ,401 ANDREW HIGGINS ST,,NEW ORLEANS,LA,70130,504-569-8459,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SALOON PROMOTIONS INC,3678691.8167,530187.70942
POINT (-90.117785611637 29.921444418264),876628,DISTRICT HAND PIE AND COFFEE BAR,5637 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TURNCHANGE LLC,3665890.58336,518965.310519
POINT (-90.076989294557 29.951922709288),876766,HEARD KITCHEN,2520 FELICITY ST,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),AUDREY MAES CATERING LLC,3678691.8167,530187.70942
POINT (-90.065685667537 29.944440857665),876660,EL GATO NEGRO III,800 S PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"EL GATO NEGRO III,LLC",3682301.38101,527506.459391
POINT (-90.003198928695 29.932350162935),876546,CHUBBIE FRIED CHICKEN,4850 GENERAL MEYER AVE,B,NEW ORLEANS,LA,70131,504.884.3624,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"MIRE, GARY L",3702141.20644,523334.196987
POINT (-90.054206857653 30.028183997923),877299,SUBWAY #0403,6600 FRANKLIN AVE,,NEW ORLEANS,LA,70122,504-286-8483,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JALARAM 0403 LLC,3685596.64431,557999.040667
POINT (-89.912345926587 30.037705543061),876775,HOANG GIA RESTAURANT,4664 ALCEE FORTIER BLVD,A,NEW ORLEANS,LA,70129,504-254-2642,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PHUNG LU, LLC",3730441.39846,561990.291231
POINT (-90.065091785093 29.958332295776),876692,FINNEGAN'S WAY,717 ST PETER ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FINNEGAN'S NOLA LLC,3682433.54652,532559.974532
POINT (-90.10327764508 29.920764867505),877316,SUKHOTHAI,4519 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-373-6471,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SUKHOTHAI, LLC",3670488.82471,518767.243575
POINT (-90.110329331671 29.981336791496),877382,THE KITCHEN,5055 CANAL ST,,NEW ORLEANS,LA,70119-5834,504-488-4889,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THR HERB IMPORT CO,INC",3668020.0009,540769.589003
POINT (-90.076989294557 29.951922709288),876887,LEO'S CABOOSE RESTAURANT,1520 DELACHAISE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BRUCE & VICTORIA, INC",3678691.8167,530187.70942
POINT (-90.069924394499 29.949680082451),877441,TSUNAMI,601  POYDRAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAI YON LLC,3680938.01679,529396.806657
POINT (-89.984197534889 30.014567291538),877132,POPEYES CHICKEN #7255,8700 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),POPEYES CHICKEN #7255,3707807.40491,553301.559511
POINT (-90.072060088591 29.952206357012),877245,SINGHA THAI CAFE,828 GRAVIER ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SINGHA LLC,3680251.58978,530308.002306
POINT (-90.0606774424 30.012200986595),876635,DOMINO'S PIZZA,5240 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA LLC,3683613.75701,552164.179926
POINT (-90.057841638642 29.963273194163),877427,THREE MUSES,536 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RUE MUSES LLC,3684709.26607,534382.148741
POINT (-90.022569683863 29.924957377839),877161,RALLY'S HAMBURGER #425,3555 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,727-516-2113,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHECKERS DRIVE IN REST I,3696036.74646,520575.228536
POINT (-90.070033208846 29.951946172854),877264,ST CHARLES NOODLE,201 ST CHARLES AVE,214,NEW ORLEANS,LA,70170,504-473-8049,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),ST CHARLES NOODLE INC,3680894.4733,530220.460225
POINT (-90.113140304028 29.946338192805),877118,PIZZA HUT #30965,6223 S CLAIBORNE AVE,STE B,NEW ORLEANS,LA,70125,601-445-9710,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),HORIZON RIVER RESTAURANTS-30965,3667265.64916,528033.254591
POINT (-90.094542563116 29.942157310829),877336,TACO BELL  #27665,2800 S CLAIBORNE AVE,,NEW ORLEANS,LA,70113,985-384-3333,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),B & G FOOD ENTERPRISES LLC,3673171.69089,526576.126206
POINT (-90.114270542465 29.962044568836),876634,DOMINO'S PIZZA,3212 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"RPM PIZZA,LLC",3666846.95655,533740.885061
POINT (-90.063955354864 29.960419362774),877042,NOLA POBOYS,908 BOURBON ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOLA POBOYS, LLC",3682784.98338,533322.893188
POINT (-90.129648450814 29.941840009729),877276,STARBUCKS COFFEE #6285,7700 MAPLE ST,,NEW ORLEANS,LA,70118,206-447-1575,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STARBUCKS CORPORATION,3662054.95949,526342.248702
POINT (-90.069613847404 29.966460028657),876684,FATMA COZY CORNER,1532 URSULINES AVE,,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"RUTH'S COZY CORNER,LLC",3680969.06331,535499.700038
POINT (-90.117261179562 30.005958939059),876696,FIRE MIKE'S CAFE & SWEET SHOP,203 W HARRISON AVE,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FIRE MIKE'S KITHCEN LLC,3665730.54023,549699.843028
POINT (-90.119533083122 29.921924636472),876427,BISTRO DAISY,5831 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-913-8567,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ITALIAN RESTAURATEURS,INC",3665335.1986,519134.067575
POINT (-90.106717512416 29.974227818509),876972,MID CITY PIZZA,4400 BANKS ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MID CITY PIZZA LLC,3669191.07873,538196.709513
POINT (-90.080052318599 29.969131354119),876728,GABRIELLE RESTAURANT,2441 ORLEANS AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SAULNIER LLC,3677653.41826,536434.795335
POINT (-90.076989294557 29.951922709288),876341,1300 HOOTS ON THE AVE,1300 ST. BERNARD AVE,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),1300 HOOTS ON THE AVE LLC,3678691.8167,530187.70942
POINT (-90.099826237006 29.920832340995),877045,NOMIYA,4226 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOMIYA, LLC",3671581.84583,518803.532471
POINT (-90.069835470598 29.951728232924),876362,AMOUR DE CAFE OF NEW ORLEANS,228 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-522-2703,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AMOUR DE CAFE OF NEW ORLEANS, LLC",3680957.96424,530141.899905
POINT (-90.062764533542 29.94853775976),877459,VILLA FRESH ITALIAN KITCHEN,1 POYDRAS ST,147,NEW ORLEANS,LA,70130,504-522-2458,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RIVER WALK PIZZA LLC,3683209.95157,529006.487168
POINT (-90.080342239603 29.939915809309),876491,CAFE RECONCILE,1631 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70113,504-586-1157,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RECONCILE NEW ORLEANS INC,3677677.79938,525809.933501
POINT (-90.074854610437 29.948916737558),877494,WILLA JEAN,611 O'KEEFE AVE,UNIT C11-12,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WILLA JEAN LLC,3679379.80264,529102.045504
POINT (-90.060426572752 29.967512021053),876873,LANGLOIS CULINARY CROSSROADS,1710  PAUGER ST,,NEW ORLEANS,LA,70116,504-934-1010,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LANGLOIS NOLA LLC,3683873.67804,535914.441543
POINT (-90.063233957185 29.956002452179),876787,HOTSY'S BURGER,600 DECATUR ST,211C,NEW ORLEANS,LA,70130,504-261-9803,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TOMMY PHAM, INC",3683031.20853,531719.273731
POINT (-90.073004188613 29.953819786659),876739,GOLDBERG'S DELI,925 COMMON ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BELMONT RESTUARANTS.LLC,3679946.17397,530891.414786
POINT (-90.097690308937 29.940568852228),876535,CHICKEN AND WATERMELON,3400 S CLAIBORNE AVE,STE:C,NEW ORLEANS,LA,70125,504-554-0914,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RONN WOODS,3672181.03835,525987.740285
POINT (-90.062878934436 29.947716532787),877260,SOUTH PHILLY STEAK & FRIES,500 PORT OF NEW ORLEANS PL,231,NEW ORLEANS,LA,70130,504-491-6968,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),VILLA ENTERPRISES LLC,3683177.03471,528707.457664
POINT (-89.911452193744 30.037041300598),876513,CATRACHITAS RESTAURANT,4611 ALCEE FORTIER BLVD,,NEW ORLEANS,LA,70129,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CATRACHITAS RESTAURANT INC,3730727.16211,561752.256607
POINT (-90.076989294557 29.951922709288),876520,CENTERPLATE,1501 GIROD ST,,NEW ORLEANS,LA,70113,203-975-5945,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SERVICE AMERICA CORP,3678691.8167,530187.70942
POINT (-90.065095800655 29.95085973894),876477,CAFE CANAL,333 CANAL ST,#3.29,NEW ORLEANS,LA,70130,5046576463,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),NOLA BOYZ LLC,3682462.35061,529842.664897
POINT (-90.075916384547 29.97595460537),877073,PAGODA CAFE,1430 N DORGENOIS ST,,NEW ORLEANS,LA,70119,504-644-4178,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),PAGODA CAFE LLC,3678935.67144,538930.334666
POINT (-90.066371240888 29.95311720249),876700,FLAMBEAUX SMOKEHOUSE & BBQ,209 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAXX HOUSE INC,3682049.38229,530659.09293
POINT (-90.042857960246 30.003255562316),877012,N O BAPTIST SEMINARY CAFE,3939 GENTILLY BLVD,B,NEW ORLEANS,LA,70126-4858,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),N O BAPTIST SEMINARY CAFE,3689289.78262,548974.351635
POINT (-90.086856849234 29.923631165988),877477,WARBUCKS RESTAURANT,3218 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WARBUCKS RESTAURANT, LLC",3675679.01646,519865.743416
POINT (-90.06984211644 29.97956620473),876349,A TASTE OF SOUL EATERY LLC,2302  ST BERNARD AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),A TASTE OF SOUL EATERY LLC,3680844.2365,540264.803339
POINT (-90.098499997519 29.97342721987),876502,CANAL STREET BISTO,3903 CANAL ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CSB, LLC",3671795.84308,537933.524297
POINT (-90.078936824147 29.969161401383),877495,WILLIE MAE'S RESTAURANT & BAR,2401 ST ANN ST,,NEW ORLEANS,LA,70119,504-822-9503,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SEATON, WILLIE M",3678006.47618,536449.586183
POINT (-90.09921482106 29.920877540491),877233,SAUCY'S,4200 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-301-2755,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),2 IDIOTS LLC,3671775.34369,518822.053879
POINT (-90.096151786999 29.927383990404),876569,COLUMNS HOTEL,3811 ST CHARLES AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE COLUMNS HOTEL INC,3672720.05832,521198.497913
POINT (-90.049550146886 29.969354832316),876949,MCDONALDS,2609 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CLB INVESTMENT, LLC",3687309.81218,536622.974087
POINT (-90.065501224392 29.958354869579),876605,DANTE PIZZA OF FRENCH QUARTER,730 ST PETER ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FOUAD ZETON,3682303.80885,532566.748228
POINT (-90.070033208846 29.951946172854),877280,STEVE'S DINER,201 ST CHARLES AVE,210,NEW ORLEANS,LA,70170-1408,504-895-4837,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"2927, INC",3680894.4733,530220.460225
POINT (-90.078678605529 29.942374717289),876814,JACK & JAKE'S PUBLIC MARKET- BAR 38,1307 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JACK & JAKE'S PUBLIC MARKET, LLC",3678194.88744,526709.84723
POINT (-90.076989294557 29.951922709288),876609,DAT JERK SPOT LLC,1908-1910 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BONNETS NOLA,3678691.8167,530187.70942
POINT (-90.050811944617 29.968817929046),877308,SUBWAY 53579,2500 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-875-3083,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RANDALL SAINT CLAUDE CORPORATION,3686912.5007,536423.262599
POINT (-90.074865266996 29.940423925583),877484,WENDY'S #209,1301  ST CHARLES AVE,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3679410.34639,526013.71219
POINT (-90.057689902696 29.963846185475),876354,ADOLFO'S,611 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-840-9857,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ADOLFO'S RESTAURANT, INC",3684754.99036,534591.044101
POINT (-90.042881291894 29.962398128483),877114,PIZZA DELICIOUS,617 PIETY ST,,NEW ORLEANS,LA,70117,504-676-8482,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),2309 JEFF LLC,3689449.72239,534116.980613
POINT (-90.10251074533 29.917135761004),876622,DICK & JENNY'S,4501 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-894-9880,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"VANDELAY RESTAURANT GROUP, LLC",3670745.92699,517450.17791
POINT (-90.065692274987 29.94430703044),877108,PIE PIZZA & PASTAS,814 S PETERS ST,,NEW ORLEANS,LA,70130,504-701-6525,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PIE PIZZA & PASTAS, LLC",3682299.82703,527457.771967
POINT (-90.085398282933 29.94441172108),877220,SAINTS RESTAURANT & BAR,2600 MARTIN LUTHER KING JR BLVD,,NEW ORLEANS,LA,70113,504-638-3049,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"2600 MLK, LLC",3676058.72661,527427.337151
POINT (-90.071671086291 29.952039198017),877414,THE STORE,814 GRAVIER ST,,NEW ORLEANS,LA,70112,504-701-4041,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),REUBEN III LLC,3680375.44245,530248.573313
POINT (-90.076989294557 29.951922709288),877501,WINK'S ORIGINAL,3135 ST. ROCH AVE,,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),WINK'S ORIGINAL,3678691.8167,530187.70942
POINT (-90.066144956791 29.96279578616),876958,MEAUXBAR,942 N RAMPART ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MEAUXBAR HOLDINGS ,LLC",3682082.11516,534179.374981
POINT (-90.074852768468 29.951401852443),877392,THE ORIGINAL ITALIAN PIE,417 S RAMPART ST,,NEW ORLEANS,LA,70112,504-522-7552,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TRILLION ENTERPRISE LLC.,3679370.46088,530005.730945
POINT (-90.074854610437 29.948916737558),877365,THE COMPANY BURGER,611 OKEEFE AVE,C-7,NEW ORLEANS,LA,70113,404-514-6437,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COBU2 LLC,3679379.80264,529102.045504
POINT (-90.060249261674 29.959460656626),876733,GAZEBO CAFE,1016 DECATUR ST,,NEW ORLEANS,LA,70116,504-527-5001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GAZEBO CAFE, LLC",3683962.34677,532987.291588
POINT (-90.076989294557 29.951922709288),877112,PINOLERO INVESTMENT LLC,201 ST ST CHARLES AVE,212,NEW ORLEANS,LA,70170,(512)299-4878,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),NOLA NICA # 2,3678691.8167,530187.70942
